timestamp,machine_id,state,power_kw,energy_kwh,load_percent,temperature_c,vibration_mm_s,rpm,production_rate,units_produced
1788968640,FURNACE_01,RUNNING,77.51,16.293,99.38,839.81,0.113,1200,16.0,0.0044
1788968700,CNC_01,RUNNING,28.85,6.316,103.02,49.34,0.155,2400,22.0,0.0061
1788968700,CNC_02,RUNNING,31.79,6.767,105.98,51.72,0.171,2350,23.0,0.0064
1788968700,CNC_03,RUNNING,27.09,5.865,104.2,48.44,0.147,2450,21.0,0.0058
1788968700,COMP_01,RUNNING,49.39,11.523,98.77,70.75,0.324,1450,18.0,0.005
1788968700,PUMP_01,RUNNING,16.24,4.059,90.25,52.3,0.211,1800,12.0,0.0033
1788968700,HVAC_01,RUNNING,33.72,7.894,96.33,23.49,0.048,900,0.0,0.0
1788968700,FURNACE_01,RUNNING,78.12,17.593,100.16,840.05,0.111,1200,16.0,0.0044
1788968760,CNC_01,RUNNING,29.8,6.784,106.41,49.72,0.161,2400,22.0,0.0061
1788968760,CNC_02,RUNNING,30.87,7.269,102.88,51.35,0.165,2350,23.0,0.0064
1788968760,CNC_03,RUNNING,25.14,6.298,96.69,47.66,0.145,2450,21.0,0.0058
1788968760,COMP_01,RUNNING,48.2,12.368,96.41,70.28,0.331,1450,18.0,0.005
1788968760,PUMP_01,RUNNING,16.92,4.358,94.0,52.57,0.206,1800,12.0,0.0033
1788968760,HVAC_01,RUNNING,35.63,8.477,101.8,24.25,0.044,900,0.0,0.0
1788968760,FURNACE_01,RUNNING,78.59,18.894,100.75,840.23,0.114,1200,16.0,0.0044
1788968820,CNC_01,RUNNING,28.62,7.252,102.21,49.25,0.154,2400,22.0,0.0061
1788968820,CNC_02,RUNNING,28.91,7.768,96.37,50.56,0.167,2350,23.0,0.0064
1788968820,CNC_03,RUNNING,24.21,6.73,93.1,47.28,0.151,2450,21.0,0.0058
1788968820,COMP_01,RUNNING,56.15,13.22,112.3,72.41,0.409,1450,18.0,0.005
1788968820,PUMP_01,RUNNING,18.87,4.658,104.86,53.35,0.205,1800,12.0,0.0033
1788968820,HVAC_01,RUNNING,36.8,9.062,105.13,24.72,0.051,900,0.0,0.0
1788968820,FURNACE_01,RUNNING,78.36,20.194,100.46,840.14,0.112,1200,16.0,0.0044
1788968880,CNC_01,RUNNING,26.71,7.718,95.39,48.48,0.158,2400,22.0,0.0061
1788968880,CNC_02,RUNNING,28.25,8.267,94.16,50.3,0.171,2350,23.0,0.0064
1788968880,CNC_03,RUNNING,25.4,7.162,97.68,47.76,0.144,2450,21.0,0.0058
1788968880,COMP_01,RUNNING,51.1,14.075,102.2,71.44,0.327,1450,18.0,0.005
1788968880,PUMP_01,RUNNING,19.79,4.96,109.96,53.72,0.211,1800,12.0,0.0033
1788968880,HVAC_01,RUNNING,35.84,9.647,102.39,24.33,0.045,900,0.0,0.0
1788968880,FURNACE_01,RUNNING,77.7,21.494,99.62,839.88,0.112,1200,16.0,0.0044
1788968940,CNC_01,RUNNING,26.33,8.183,94.03,48.33,0.16,2400,22.0,0.0061
1788968940,CNC_02,RUNNING,29.66,8.766,98.86,50.86,0.162,2350,23.0,0.0064
1788968940,CNC_03,RUNNING,27.3,7.596,105.01,48.52,0.148,2450,21.0,0.0058
1788968940,COMP_01,RUNNING,51.75,14.923,103.5,71.7,0.33,1450,18.0,0.005
1788968940,PUMP_01,RUNNING,18.59,5.261,103.27,53.24,0.204,1800,12.0,0.0033
1788968940,HVAC_01,RUNNING,33.89,10.229,96.82,23.55,0.047,900,0.0,0.0
1788968940,FURNACE_01,RUNNING,77.4,22.794,99.23,839.76,0.114,1200,16.0,0.0044
1788969000,CNC_01,RUNNING,27.93,8.649,99.73,48.97,0.15,2400,22.0,0.0061
1788969000,CNC_02,RUNNING,31.47,9.267,104.91,51.59,0.169,2350,23.0,0.0064
1788969000,CNC_03,RUNNING,27.67,8.031,106.41,48.67,0.15,2450,21.0,0.0058
1788969000,COMP_01,RUNNING,57.33,15.777,114.65,72.88,0.406,1450,18.0,0.005
1788969000,PUMP_01,RUNNING,16.69,5.56,92.71,52.47,0.208,1800,12.0,0.0033
1788969000,HVAC_01,RUNNING,33.25,10.811,95.01,23.3,0.05,900,0.0,0.0
1788969000,FURNACE_01,RUNNING,77.81,24.093,99.75,839.92,0.111,1200,16.0,0.0044
1788969060,CNC_01,RUNNING,29.61,9.117,105.76,49.64,0.16,2400,22.0,0.0061
1788969060,CNC_02,RUNNING,31.55,9.768,105.15,51.62,0.169,2350,23.0,0.0064
1788969060,CNC_03,RUNNING,26.06,8.465,100.22,48.02,0.14,2450,21.0,0.0058
1788969060,COMP_01,RUNNING,48.52,16.631,97.04,70.41,0.329,1450,18.0,0.005
1788969060,PUMP_01,RUNNING,16.34,5.858,90.78,52.34,0.21,1800,12.0,0.0033
1788969060,HVAC_01,RUNNING,34.69,11.394,99.11,23.88,0.042,900,0.0,0.0
1788969060,FURNACE_01,RUNNING,78.44,25.394,100.57,840.18,0.113,1200,16.0,0.0044
1788969120,CNC_01,RUNNING,29.39,9.585,104.96,49.56,0.158,2400,22.0,0.0061
1788969120,CNC_02,RUNNING,29.79,10.269,99.29,50.92,0.161,2350,23.0,0.0064
1788969120,CNC_03,RUNNING,24.38,8.897,93.77,47.35,0.15,2450,21.0,0.0058
1788969120,COMP_01,RUNNING,48.46,17.476,96.93,70.39,0.329,1450,18.0,0.005
1788969120,PUMP_01,RUNNING,17.96,6.158,99.76,52.98,0.2,1800,12.0,0.0033
1788969120,HVAC_01,RUNNING,36.49,11.978,104.26,24.6,0.049,900,0.0,0.0
1788969120,FURNACE_01,RUNNING,78.55,26.694,100.71,840.22,0.113,1200,16.0,0.0044
1788969180,CNC_01,RUNNING,27.52,10.052,98.29,48.81,0.153,2400,22.0,0.0061
1788969180,CNC_02,RUNNING,28.28,10.767,94.27,50.31,0.17,2350,23.0,0.0064
1788969180,CNC_03,RUNNING,24.62,9.329,94.69,47.45,0.148,2450,21.0,0.0058
1788969180,COMP_01,RUNNING,57.23,18.328,114.46,72.84,0.405,1450,18.0,0.005
1788969180,PUMP_01,RUNNING,19.63,6.459,109.03,53.65,0.21,1800,12.0,0.0033
1788969180,HVAC_01,RUNNING,36.53,12.563,104.37,24.61,0.049,900,0.0,0.0
1788969180,FURNACE_01,RUNNING,78.01,27.994,100.01,840.0,0.11,1200,16.0,0.0044
1788969240,CNC_01,RUNNING,26.22,10.517,93.65,48.29,0.161,2400,22.0,0.0061
1788969240,CNC_02,RUNNING,28.81,11.266,96.03,50.52,0.167,2350,23.0,0.0064
1788969240,CNC_03,RUNNING,26.49,9.762,101.9,48.2,0.143,2450,21.0,0.0058
1788969240,COMP_01,RUNNING,51.72,19.184,103.45,71.69,0.33,1450,18.0,0.005
1788969240,PUMP_01,RUNNING,19.37,6.76,107.61,53.55,0.208,1800,12.0,0.0033
1788969240,HVAC_01,RUNNING,34.76,13.147,99.3,23.9,0.041,900,0.0,0.0
1788969240,FURNACE_01,RUNNING,77.46,29.294,99.3,839.78,0.113,1200,16.0,0.0044
1788969300,CNC_01,RUNNING,27.03,10.982,96.52,48.61,0.156,2400,22.0,0.0061
1788969300,CNC_02,RUNNING,30.75,11.766,102.49,51.3,0.164,2350,23.0,0.0064
1788969300,CNC_03,RUNNING,27.78,10.197,106.85,48.71,0.151,2450,21.0,0.0058
1788969300,COMP_01,RUNNING,51.18,20.033,102.36,71.47,0.327,1450,18.0,0.005
1788969300,PUMP_01,RUNNING,17.49,7.061,97.18,52.8,0.203,1800,12.0,0.0033
1788969300,HVAC_01,RUNNING,33.27,13.729,95.06,23.31,0.05,900,0.0,0.0
1788969300,FURNACE_01,RUNNING,77.55,30.593,99.42,839.82,0.113,1200,16.0,0.0044
1788969360,CNC_01,RUNNING,28.98,11.449,103.51,49.39,0.156,2400,22.0,0.0061
1788969360,CNC_02,RUNNING,31.8,12.268,106.0,51.72,0.171,2350,23.0,0.0064
1788969360,CNC_03,RUNNING,26.96,10.632,103.7,48.38,0.146,2450,21.0,0.0058
1788969360,COMP_01,RUNNING,56.24,20.886,112.48,72.45,0.409,1450,18.0,0.005
1788969360,PUMP_01,RUNNING,16.22,7.359,90.09,52.29,0.211,1800,12.0,0.0033
1788969360,HVAC_01,RUNNING,33.83,14.31,96.67,23.53,0.047,900,0.0,0.0
1788969360,FURNACE_01,RUNNING,78.17,31.893,100.22,840.07,0.111,1200,16.0,0.0044
1788970140,CNC_01,RUNNING,27.83,2.717,99.39,48.93,0.151,2400,22,0.0061
1788970140,CNC_02,RUNNING,28.4,2.909,94.67,50.36,0.17,2350,23,0.0064
1788970140,CNC_03,RUNNING,24.44,2.519,94.0,47.38,0.149,2450,21,0.0058
1788970140,COMP_01,RUNNING,56.92,5.033,113.83,73.82,0.432,1450,18,0.005
1788970140,PUMP_01,RUNNING,19.47,1.744,108.15,54.24,0.225,1800,12,0.0033
1788970140,HVAC_01,RUNNING,36.67,3.395,104.77,25.05,0.06,900,0,0.0
1788970140,FURNACE_01,RUNNING,78.11,7.563,100.14,840.06,0.111,1200,16,0.0044
1788970200,CNC_01,RUNNING,26.29,3.183,93.91,48.32,0.16,2400,22,0.0061
1788970200,CNC_02,RUNNING,28.59,3.408,95.31,50.44,0.168,2350,23,0.0064
1788970200,CNC_03,RUNNING,26.19,2.952,100.71,48.13,0.143,2450,21,0.0058
1788970200,COMP_01,RUNNING,51.61,5.884,103.21,71.9,0.336,1450,18,0.005
1788970200,PUMP_01,RUNNING,19.55,2.045,108.62,54.31,0.227,1800,12,0.0033
1788970200,HVAC_01,RUNNING,35.07,3.979,100.2,24.04,0.041,900,0,0.0
1788970200,FURNACE_01,RUNNING,77.51,8.862,99.37,839.8,0.113,1200,16,0.0044
1788970260,CNC_01,RUNNING,26.78,3.648,95.64,48.51,0.157,2400,22,0.0061
1788970260,CNC_02,RUNNING,30.45,3.908,101.51,51.3,0.166,2350,23,0.0064
1788970260,CNC_03,RUNNING,27.71,3.386,106.58,49.21,0.163,2450,21,0.0058
1788970260,COMP_01,RUNNING,51.4,6.733,102.79,71.78,0.334,1450,18,0.005
1788970260,PUMP_01,RUNNING,17.8,2.346,98.88,52.92,0.201,1800,12,0.0033
1788970260,HVAC_01,RUNNING,33.39,4.561,95.39,23.35,0.05,900,0,0.0
1788970260,FURNACE_01,RUNNING,77.49,10.162,99.34,839.79,0.113,1200,16,0.0044
1788970320,CNC_01,RUNNING,28.71,4.115,102.53,49.49,0.159,2400,22,0.0061
1788970320,CNC_02,RUNNING,31.78,4.409,105.92,52.18,0.182,2350,23,0.0064
1788970320,CNC_03,RUNNING,27.21,3.821,104.66,48.86,0.157,2450,21,0.0058
1788970320,COMP_01,RUNNING,56.53,7.59,113.07,73.61,0.433,1450,18,0.005
1788970320,PUMP_01,RUNNING,16.28,2.644,90.47,52.31,0.21,1800,12,0.0033
1788970320,HVAC_01,ANOMALY,41.66,5.181,119.04,24.97,0.086,900,0,0.0
1788970320,FURNACE_01,RUNNING,78.07,11.462,100.09,840.04,0.111,1200,16,0.0044
1788970380,CNC_01,RUNNING,29.8,4.583,106.43,50.23,0.174,2400,22,0.0061
1788970380,CNC_02,RUNNING,31.0,4.91,103.32,51.66,0.173,2350,23,0.0064
1788970380,CNC_03,RUNNING,25.28,4.254,97.22,47.71,0.144,2450,21,0.0058
1788970380,COMP_01,RUNNING,48.22,8.439,96.44,70.29,0.331,1450,18,0.005
1788970380,PUMP_01,RUNNING,16.8,2.943,93.34,52.52,0.207,1800,12,0.0033
1788970380,HVAC_01,RUNNING,35.48,5.797,101.38,24.3,0.046,900,0,0.0
1788970380,FURNACE_01,RUNNING,78.57,12.762,100.74,840.29,0.115,1200,16,0.0044
1788970440,CNC_01,RUNNING,28.76,5.051,102.72,49.52,0.16,2400,22,0.0061
1788970440,CNC_02,RUNNING,29.04,5.41,96.8,50.62,0.166,2350,23,0.0064
1788970440,CNC_03,RUNNING,24.2,4.686,93.08,47.28,0.151,2450,21,0.0058
1788970440,COMP_01,RUNNING,49.02,9.285,98.03,70.61,0.326,1450,18,0.005
1788970440,PUMP_01,RUNNING,18.74,3.243,104.09,53.62,0.213,1800,12,0.0033
1788970440,HVAC_01,RUNNING,35.73,6.34,102.09,24.88,0.055,900,0,0.0
1788970440,FURNACE_01,RUNNING,78.4,14.063,100.51,840.2,0.113,1200,16,0.0044
1788970500,CNC_01,ANOMALY,32.98,5.561,117.79,49.95,0.193,2400,22,0.0061
1788970500,CNC_02,RUNNING,28.22,5.908,94.06,50.29,0.171,2350,23,0.0064
1788970500,CNC_03,RUNNING,25.25,5.118,97.13,47.7,0.144,2450,21,0.0058
1788970500,COMP_01,RUNNING,57.97,10.142,115.95,74.42,0.442,1450,18,0.005
1788970500,PUMP_01,RUNNING,19.8,3.544,110.0,54.52,0.231,1800,12,0.0033
1788970500,HVAC_01,RUNNING,35.97,6.92,102.77,24.61,0.051,900,0,0.0
1788970500,FURNACE_01,RUNNING,77.75,15.363,99.68,839.9,0.112,1200,16,0.0044
1788970560,CNC_01,RUNNING,26.28,6.098,93.85,48.31,0.16,2400,22,0.0061
1788970560,CNC_02,RUNNING,29.51,6.407,98.36,50.8,0.163,2350,23,0.0064
1788970560,CNC_03,RUNNING,27.19,5.552,104.58,48.84,0.156,2450,21,0.0058
1788970560,COMP_01,RUNNING,51.78,10.994,103.56,72.0,0.338,1450,18,0.005
1788970560,PUMP_01,RUNNING,18.73,3.846,104.07,53.62,0.213,1800,12,0.0033
1788970560,HVAC_01,RUNNING,34.01,7.503,97.18,23.6,0.046,900,0,0.0
1788970560,FURNACE_01,RUNNING,77.4,16.662,99.23,839.76,0.114,1200,16,0.0044
1788970620,CNC_01,RUNNING,27.77,6.564,99.19,48.91,0.151,2400,22,0.0061
1788970620,CNC_02,RUNNING,31.38,6.908,104.6,51.92,0.177,2350,23,0.0064
1788970620,CNC_03,RUNNING,27.72,5.987,106.61,49.22,0.164,2450,21,0.0058
1788970620,COMP_01,RUNNING,50.48,11.842,100.95,71.27,0.325,1450,18,0.005
1788970620,PUMP_01,RUNNING,16.8,4.145,93.32,52.52,0.207,1800,12,0.0033
1788970620,HVAC_01,RUNNING,33.22,8.085,94.92,23.29,0.051,900,0,0.0
1788970620,FURNACE_01,RUNNING,77.76,17.962,99.69,839.9,0.111,1200,16,0.0044
1788971220,CNC_01,RUNNING,29.75,0.032,106.25,50.2,0.173,2400,22,0.0061
1788971220,CNC_02,RUNNING,31.3,0.035,104.34,51.87,0.176,2350,23,0.0064
1788971220,CNC_03,RUNNING,25.66,0.029,98.68,47.86,0.142,2450,21,0.0058
1788971220,COMP_01,RUNNING,48.33,0.054,96.66,70.33,0.33,1450,18,0.005
1788971220,PUMP_01,RUNNING,16.54,0.018,91.87,52.41,0.209,1800,12,0.0033
1788971220,HVAC_01,RUNNING,35.09,0.038,100.26,24.06,0.041,900,0,0.0
1788971220,FURNACE_01,RUNNING,78.52,0.087,100.67,840.26,0.114,1200,16,0.0044
1788971280,CNC_01,RUNNING,29.1,0.501,103.93,49.75,0.164,2400,22,0.0061
1788971280,CNC_02,RUNNING,29.4,0.535,97.99,50.76,0.164,2350,23,0.0064
1788971280,CNC_03,RUNNING,24.25,0.461,93.26,47.3,0.151,2450,21,0.0058
1788971280,COMP_01,RUNNING,48.71,0.9,97.42,70.48,0.328,1450,18,0.005
1788971280,PUMP_01,RUNNING,18.36,0.318,101.99,53.3,0.206,1800,12,0.0033
1788971280,HVAC_01,RUNNING,36.68,0.623,104.79,25.05,0.06,900,0,0.0
1788971280,FURNACE_01,RUNNING,78.48,1.388,100.62,840.24,0.114,1200,16,0.0044
1788971340,CNC_01,RUNNING,27.15,0.967,96.96,48.66,0.155,2400,22,0.0061
1788971340,CNC_02,RUNNING,28.21,1.034,94.02,50.28,0.171,2350,23,0.0064
1788971340,CNC_03,RUNNING,24.91,0.893,95.82,47.56,0.147,2450,21,0.0058
1788971340,COMP_01,RUNNING,57.62,1.756,115.24,74.22,0.438,1450,18,0.005
1788971340,PUMP_01,RUNNING,19.76,0.619,109.76,54.48,0.23,1800,12,0.0033
1788971340,HVAC_01,RUNNING,36.28,1.207,103.66,24.8,0.055,900,0,0.0
1788971340,FURNACE_01,RUNNING,77.88,2.688,99.84,839.95,0.111,1200,16,0.0044
1789010760,CNC_01,RUNNING,26.3,0.251,93.92,48.32,0.16,2400,22,0.0061
1789010760,CNC_02,RUNNING,28.59,0.266,95.3,50.44,0.168,2350,23,0.0064
1789010760,CNC_03,RUNNING,26.18,0.229,100.69,48.13,0.142,2450,21,0.0058
1789010760,COMP_01,RUNNING,58.6,0.448,117.21,74.77,0.448,1450,18,0.005
1789010760,PUMP_01,ANOMALY,23.69,0.164,131.63,56.15,0.273,1800,12,0.0033
1789010760,HVAC_01,RUNNING,35.07,0.313,100.21,24.05,0.041,900,0,0.0
1789010760,FURNACE_01,RUNNING,77.51,0.694,99.37,839.8,0.113,1200,16,0.0044
1789022340,CNC_01,RUNNING,28.27,0.443,100.96,49.18,0.154,2400,22,0.0061
1789022340,CNC_02,RUNNING,31.64,0.475,105.48,52.1,0.181,2350,23,0.0064
1789022340,CNC_03,RUNNING,27.51,0.412,105.79,49.07,0.161,2450,21,0.0058
1789022340,COMP_01,RUNNING,49.98,0.805,99.97,70.99,0.32,1450,18,0.005
1789022340,PUMP_01,RUNNING,16.48,0.285,91.54,52.39,0.209,1800,12,0.0033
1789022340,HVAC_01,RUNNING,33.37,0.554,95.34,23.35,0.05,900,0,0.0
1789022340,FURNACE_01,RUNNING,77.92,1.235,99.9,839.97,0.11,1200,16,0.0044
1789022400,CNC_01,RUNNING,29.73,0.911,106.2,50.19,0.173,2400,22,0.0061
1789022400,CNC_02,RUNNING,31.34,0.977,104.47,51.89,0.177,2350,23,0.0064
1789022400,CNC_03,RUNNING,25.71,0.846,98.9,47.89,0.142,2450,21,0.0058
1789022400,COMP_01,RUNNING,48.35,1.651,96.7,70.34,0.33,1450,18,0.005
1789022400,PUMP_01,RUNNING,16.5,0.583,91.68,52.4,0.209,1800,12,0.0033
1789022400,HVAC_01,RUNNING,35.03,1.137,100.09,24.02,0.04,900,0,0.0
1789022400,FURNACE_01,RUNNING,78.51,2.535,100.65,840.26,0.114,1200,16,0.0044
1789022460,CNC_01,RUNNING,29.15,1.379,104.09,49.79,0.165,2400,22,0.0061
1789022460,CNC_02,RUNNING,29.45,1.477,98.17,50.78,0.163,2350,23,0.0064
1789022460,CNC_03,RUNNING,24.26,1.278,93.31,47.3,0.15,2450,21,0.0058
1789022460,COMP_01,RUNNING,48.67,2.51,97.34,70.47,0.328,1450,18,0.005
1789022460,PUMP_01,RUNNING,18.3,0.883,101.67,53.25,0.205,1800,12,0.0033
1789022460,HVAC_01,RUNNING,36.66,1.721,104.73,25.04,0.059,900,0,0.0
1789022460,FURNACE_01,RUNNING,78.5,3.836,100.64,840.25,0.114,1200,16,0.0044
